Uniprot_AC	nb_obs
Q9C0J8	14
Q7L9B9	1
Q8TB22	6
Q8TB24	5
P28288	352
P28289	40
P24752	8962
Q86VU5	7
P43694	1
Q8WW12	33
Q02252	2773
P42126	447
Q5SWX8	16
O43264	43
Q6GQQ9	6
Q14166	129
Q14165	265
Q14161	11
P19652	395
P62341	19
A6NMZ7	30
Q9UGR2	1
P15144	537
Q16831	13
O43402	2
P49366	2
P49368	485
Q5R3I4	201
F8WE17	33
Q9H845	115
P08581	19
Q96A49	33
Q96DF8	1
P63167	77
Q5TC12	16
P63165	18
Q9Y5M8	245
Q8NDC0	15
P12081	110
Q9NUE0	1
P30536	10
E9PAV3	202
P30530	1
P30533	88
P49750	15
P49753	587
Q15417	89
P49755	429
P49754	10
P49757	13
P49756	48
P61106	334
Q15418	59
Q9HCB6	5
Q9BRK5	15
Q9BRK4	4
P11684	1
Q9H6F5	5
Q8TDB6	59
Q4G0F5	39
Q96NT5	5
Q96NT0	2
P06727	65
Q96NT3	1
O00635	1
P13688	49
Q6ZPD9	5
Q86SE5	14
Q6SPF0	2
P13686	5
Q9NR12	28
Q9NR16	1
Q9NR19	206
Q8N2F6	17
Q96HY6	100
P55899	39
Q9Y6R7	2
Q9BW92	58
Q8NHG8	6
Q9BW91	20
Q9Y2X0	1
Q9Y2X3	150
Q9Y2X7	2
P84243	1829
Q9Y2X8	10
P62906	211
P83731	135
P28074	168
P28070	220
P28072	109
Q9BT22	2
Q9BT23	5
Q08426	2327
Q9Y343	1
P42336	26
Q9Y2W2	21
P57764	32
Q8N4T8	98
O95881	55
P53007	276
P53004	83
O75594	2
Q86UP2	575
P10301	42
Q86XP3	59
Q9BXV9	9
Q9Y4R8	4
Q8WW22	4
Q8IVP5	11
Q9UIQ6	57
Q92629	4
Q05048	17
Q86UA1	1
Q92620	14
Q92621	84
Q92626	60
Q92625	11
Q9BSH5	172
Q9BSH4	62
P20020	120
O60287	2
O75718	12
O75717	10
Q86TV6	3
Q12983	1
O43670	14
O43674	45
O43677	4
O43676	31
J9JID7	335
E9PIE4	504
Q12986	1
O95466	37
Q15629	26
Q15628	8
Q14624	317
Q13488	26
Q9H4A9	3
Q13485	6
Q9H4A6	44
Q9H4A5	13
Q9H4A4	277
Q9H4A3	22
Q13480	1
P32121	9
Q70CQ2	1
Q70CQ3	2
Q99470	4
Q99471	38
Q9HAC7	9
O95793	84
Q6ZNA5	1
Q8N6M0	4
Q9BWD1	1168
Q9NY12	19
Q9NY15	98
P62487	5
Q6ZN40	396
Q14978	40
Q9BQ69	43
P12004	123
Q9BQ67	3
Q14974	430
P62158	1534
P09958	4
Q96HR8	1
Q96HR9	350
Q16666	51
Q7Z460	22
